"","H9_E8_r1","H9_E8_r2","H9_L3i_r1","H9_L3i_r2","RUES02_E8","RUES02_L3i"
"ENSG00000253641",14,23,27,6,45,12
"ENSG00000253995",0,4,0,0,1,0
"ENSG00000254425",2,0,0,0,0,0
"ENSG00000104660",9742,9441,4822,8826,13857,9495
"ENSG00000254320",0,0,0,0,0,0
"ENSG00000120907",199,143,249,203,1785,834
"ENSG00000133878",524,140,278,744,8826,2855
"ENSG00000254917",0,0,0,0,0,0
"ENSG00000253685",0,0,0,0,0,0
"ENSG00000167034",122,116,172,200,299,266
"ENSG00000285977",0,1,0,0,0,0
"ENSG00000147416",28490,29946,22762,26224,42393,21481
"ENSG00000279099",0,0,0,0,1,0
"ENSG00000253524",5,0,3,6,0,0
"ENSG00000240519",0,0,0,0,0,0
"ENSG00000254362",4,3,8,0,2,6
"ENSG00000253476",9,3,62,2,21,8
"ENSG00000248738",4,2,0,0,0,2
"ENSG00000248964",0,0,0,2,1,5
"ENSG00000284724",0,0,0,0,0,0
"ENSG00000104756",3687,2971,2707,2004,3529,3011
"ENSG00000243844",0,0,0,0,6,0
"ENSG00000243181",4,38,4,15,16,20
"ENSG00000287166",37,78,18,41,114,70
"ENSG00000134013",600,910,2682,1620,2271,3675
"ENSG00000233531",2,0,0,0,1,0
"ENSG00000251191",0,0,0,0,4,4
"ENSG00000283402",0,0,0,0,0,0
"ENSG00000061337",3156,2546,2440,1553,11552,5182
"ENSG00000188873",4,28,4,63,16,23
"ENSG00000184661",1660,1616,535,512,3527,4751
"ENSG00000253200",172,307,137,118,592,359
"ENSG00000254067",4,0,0,0,1,0
"ENSG00000254244",12,24,0,28,52,48
"ENSG00000244708",0,1,3,0,4,2
"ENSG00000285601",9,4,0,12,44,14
"ENSG00000253504",4,0,0,0,4,0
"ENSG00000270966",0,3,2,1,7,3
"ENSG00000272338",57,143,65,132,71,88
"ENSG00000253208",0,13,8,8,11,0
"ENSG00000104219",16185,10388,9245,8556,10885,8505
"ENSG00000250305",1282,1077,425,531,3530,1754
"ENSG00000188512",0,8,0,6,20,6
"ENSG00000279949",1,0,2,0,7,5
"ENSG00000285669",133,95,61,79,206,185
"ENSG00000284858",0,0,0,0,0,0
"ENSG00000279881",0,0,0,0,0,0
"ENSG00000253206",0,0,0,0,0,0
"ENSG00000168300",11831,9056,13560,11586,9308,5606
"ENSG00000253903",0,0,0,0,0,0
"ENSG00000270255",0,0,4,0,0,0
"ENSG00000253569",0,0,0,0,0,0
"ENSG00000254491",0,0,0,0,0,0
"ENSG00000254156",0,0,0,0,0,0
"ENSG00000104765",39255,43964,16301,22561,47730,49462
"ENSG00000253455",0,0,0,0,0,0
"ENSG00000197892",2244,1540,1594,1631,3612,3566
"ENSG00000253837",76,51,111,50,46,40
"ENSG00000253330",9,4,20,0,5,7
"ENSG00000254165",2,8,20,2,8,4
"ENSG00000272375",30,16,9,12,47,40
"ENSG00000254033",2,0,0,0,0,0
"ENSG00000253142",0,0,0,0,0,0
"ENSG00000253418",0,0,0,0,0,0
"ENSG00000253654",0,0,0,0,0,0
"ENSG00000233109",2,0,0,0,0,0
"ENSG00000287590",2,2,4,8,2,0
"ENSG00000286693",2,0,0,0,2,0
"ENSG00000104613",14065,14035,9825,10532,11667,8358
"ENSG00000253642",40,122,46,42,94,19
"ENSG00000164822",0,0,0,0,2,0
"ENSG00000253813",0,3,0,0,7,0
"ENSG00000104671",3782,2604,1234,1919,3109,2930
"ENSG00000215378",0,0,0,0,0,0
"ENSG00000221914",8038,11338,9477,10381,14957,14461
"ENSG00000253390",28,19,9,7,40,28
"ENSG00000253354",0,0,0,0,0,0
"ENSG00000254091",0,0,0,0,0,2
"ENSG00000254013",6,4,0,4,6,6
"ENSG00000197217",7950,7956,7539,5465,15345,6481
"ENSG00000272024",45,61,12,34,84,42
"ENSG00000254724",0,0,0,0,0,0
"ENSG00000164808",5158,6363,1506,3719,8305,7181
"ENSG00000253300",8,8,0,2,16,26
"ENSG00000272457",12,25,4,2,15,14
"ENSG00000171044",1185,859,1441,1710,1708,1270
"ENSG00000254556",0,2,16,0,5,0
"ENSG00000253502",2,0,0,1,1,0
"ENSG00000232024",20,292,21,218,449,450
"ENSG00000253380",0,0,0,0,0,0
"ENSG00000253139",2,0,0,0,0,0
"ENSG00000253802",0,0,0,0,1,0
"ENSG00000147437",81,81,200,14,58,40
"ENSG00000253314",0,0,2,0,0,0
"ENSG00000253986",0,3,12,1,2,2
"ENSG00000253734",22,29,0,4,14,13
"ENSG00000215179",0,2,0,2,0,0
"ENSG00000253695",58,68,10,30,63,44
"ENSG00000241511",4,12,6,20,6,2
"ENSG00000253961",3,0,12,0,1,0
"ENSG00000254222",1,0,0,0,0,1
"ENSG00000168575",3496,3625,3022,4135,6173,3438
"ENSG00000251468",18,15,0,5,25,6
"ENSG00000233609",0,11,11,3,20,13
"ENSG00000272076",7,4,4,9,10,0
"ENSG00000253319",0,0,0,0,0,0
"ENSG00000104611",88,71,52,102,132,216
"ENSG00000284613",0,0,0,0,0,0
"ENSG00000206579",2258,2458,864,1418,8129,2947
"ENSG00000253810",0,0,0,0,0,0
"ENSG00000254268",0,0,0,0,0,0
"ENSG00000285992",0,0,0,0,0,0
"ENSG00000248531",0,0,0,0,0,0
"ENSG00000253363",101,67,152,65,155,21
"ENSG00000253342",0,0,0,0,0,0
"ENSG00000249050",0,0,0,0,0,0
"ENSG00000224594",0,2,0,0,0,0
"ENSG00000253430",0,3,2,3,0,4
"ENSG00000254194",1879,2893,738,243,4561,668
"ENSG00000253664",0,0,0,0,0,0
"ENSG00000254625",0,0,0,0,0,0
"ENSG00000240738",0,0,14,0,0,0
"ENSG00000231965",0,0,0,0,0,0
"ENSG00000278428",0,0,0,0,0,0
"ENSG00000253140",0,0,0,0,0,0
"ENSG00000254145",0,0,0,0,0,0
"ENSG00000286798",10,0,0,0,0,0
"ENSG00000183638",8051,3422,1832,771,5429,464
"ENSG00000240694",7772,7267,3824,5003,19301,9027
"ENSG00000253879",0,0,0,0,0,0
"ENSG00000253483",37,23,4,13,49,30
"ENSG00000269924",2,4,0,2,2,4
"ENSG00000254087",3151,4178,2404,4592,4363,7835
"ENSG00000254358",0,0,0,0,0,0
"ENSG00000253803",0,0,0,0,0,0
"ENSG00000253198",0,0,0,0,0,0
"ENSG00000147481",61,41,18,48,375,103
"ENSG00000253475",0,5,9,2,12,0
"ENSG00000133872",45912,53954,40320,50536,58075,39297
"ENSG00000253684",0,0,0,0,0,0
"ENSG00000253608",0,0,0,0,0,0
"ENSG00000172817",2427,3137,1475,1594,4475,3654
"ENSG00000253670",0,0,0,0,0,0
"ENSG00000253892",0,0,0,0,0,0
"ENSG00000178538",1463,1610,649,1390,2926,5553
"ENSG00000248347",0,0,0,1,0,0
"ENSG00000244159",0,3,8,0,3,0
"ENSG00000241431",6,20,10,30,6,12
"ENSG00000251470",0,0,0,6,0,0
"ENSG00000253817",0,0,0,1,0,0
"ENSG00000253708",3,1,8,0,10,2
"ENSG00000229211",2,2,0,0,2,0
"ENSG00000284717",0,0,0,0,0,0
"ENSG00000253317",0,0,0,0,0,0
"ENSG00000133874",1649,3102,1828,4213,6703,5654
"ENSG00000253697",0,0,2,0,0,0
"ENSG00000275115",0,0,0,0,0,0
"ENSG00000253474",10,0,0,0,0,0
"ENSG00000254581",0,0,0,0,0,0
"ENSG00000253484",1,0,0,0,0,0
"ENSG00000253976",0,0,2,0,0,0
"ENSG00000279858",0,0,0,0,6,0
"ENSG00000253190",4,13,3,4,21,12
"ENSG00000253205",0,0,4,0,0,0
"ENSG00000287844",10,14,0,13,37,14
"ENSG00000270328",0,0,0,0,0,0
"ENSG00000253711",4,0,0,0,4,0
"ENSG00000196115",2,0,0,0,0,0
"ENSG00000215117",2,0,6,0,0,0
"ENSG00000253688",0,0,0,0,0,0
"ENSG00000165061",2130,1712,819,2029,2211,1527
"ENSG00000121005",8283,6720,2433,5439,8440,9459
"ENSG00000104679",12550,10528,2714,4878,16217,11564
"ENSG00000254131",0,0,0,0,0,0
"ENSG00000104722",4526,4384,2366,3003,24606,8758
"ENSG00000254001",0,0,0,0,0,0
"ENSG00000164751",9786,8982,5185,8691,10048,9216
"ENSG00000253667",34,10,82,13,13,6
"ENSG00000253147",4,0,0,0,0,1
"ENSG00000147485",35,25,21,22,76,25
"ENSG00000253123",162,125,30,80,183,41
"ENSG00000226301",0,0,0,0,0,0
"ENSG00000254325",2,0,2,0,0,1
"ENSG00000254136",0,0,0,0,0,0
"ENSG00000215177",0,0,0,0,0,0
"ENSG00000270076",55,39,30,37,55,38
"ENSG00000240540",2,2,0,6,6,6
"ENSG00000260955",12,3,8,7,9,0
"ENSG00000251354",0,2,0,0,0,0
"ENSG00000091656",8847,8529,5582,7310,24324,15804
"ENSG00000253659",2,0,0,0,1,0
"ENSG00000254204",0,0,0,0,0,0
"ENSG00000254051",2,0,0,0,0,0
"ENSG00000254305",24,22,2,5,105,5
"ENSG00000177182",1009,1195,402,1245,2716,1880
"ENSG00000171060",4,0,2,0,0,0
"ENSG00000254775",0,0,4,0,1,2
"ENSG00000253849",0,0,0,0,0,0
"ENSG00000104442",8468,7578,7253,7679,11123,8053
"ENSG00000253235",0,0,0,0,0,1
"ENSG00000254162",62,75,18,10,50,103
"ENSG00000253216",0,0,0,0,0,0
"ENSG00000249889",3,5,3,6,5,2
"ENSG00000287185",4,11,4,0,3,2
"ENSG00000221947",243,238,109,162,47,25
"ENSG00000253340",0,0,0,0,0,0
"ENSG00000254367",0,0,0,0,0,2
"ENSG00000253762",14,6,1,5,13,4
"ENSG00000254330",0,1,0,0,0,0
"ENSG00000076641",6806,5810,5815,4318,8939,5193
"ENSG00000254177",0,0,0,0,0,0
"ENSG00000228984",0,0,0,0,0,0
"ENSG00000254105",0,3,0,5,7,5
"ENSG00000272264",308,273,191,89,94,19
"ENSG00000253231",0,1,0,0,0,0
"ENSG00000250979",6,4,3,0,3,2
"ENSG00000137573",11030,7997,8989,3318,18926,17001
"ENSG00000254086",0,0,0,0,0,0
"ENSG00000215096",0,0,0,0,0,0
"ENSG00000276418",0,0,0,0,0,0
"ENSG00000165084",1705,2051,262,262,1530,352
"ENSG00000253138",0,1,0,0,0,2
"ENSG00000253423",0,0,0,0,0,0
"ENSG00000164879",382,333,143,298,793,952
"ENSG00000277436",0,0,0,0,0,0
"ENSG00000253983",0,0,0,0,3,0
"ENSG00000253789",0,0,0,0,0,0
"ENSG00000253238",5,7,2,25,3,5
"ENSG00000250962",0,0,0,0,0,0
"ENSG00000253581",0,0,0,0,0,0
"ENSG00000164749",48,75,35,29,80,31
"ENSG00000213791",0,0,0,0,0,0
"ENSG00000271167",2,0,0,0,0,0
"ENSG00000254274",1,6,10,0,2,0
"ENSG00000104331",22670,24380,36086,26078,32226,21043
"ENSG00000275928",0,0,0,0,0,0
"ENSG00000241746",0,0,2,5,2,1
"ENSG00000253952",0,0,0,0,0,0
"ENSG00000285768",16,2,0,5,6,2
"ENSG00000176731",2454,2563,1363,2145,2281,2208
"ENSG00000213881",16,31,43,34,24,28
"ENSG00000254383",115,40,1,0,1,0
"ENSG00000040341",13708,12361,6985,8369,18693,11699
"ENSG00000272425",90,62,0,6,136,54
"ENSG00000274343",0,0,0,0,0,0
"ENSG00000253383",0,0,0,0,0,0
"ENSG00000253836",0,0,0,0,0,0
"ENSG00000237807",40,76,0,18,91,102
"ENSG00000254266",88,103,124,116,205,116
"ENSG00000258677",0,0,0,0,0,0
"ENSG00000254020",0,0,0,0,0,0
"ENSG00000253964",0,0,0,0,0,0
"ENSG00000254392",0,0,0,0,0,0
"ENSG00000253577",0,0,0,0,0,0
"ENSG00000104327",20187,13954,479,572,7476,1777
"ENSG00000258256",2,9,8,20,5,8
"ENSG00000123119",778,630,476,764,480,631
"ENSG00000285744",20,13,3,0,35,2
"ENSG00000254231",26,24,6,8,8,6
"ENSG00000270971",0,0,0,0,1,0
"ENSG00000206228",10,24,2,15,50,65
"ENSG00000253682",0,1,0,0,2,0
"ENSG00000251867",357,370,47,90,368,188
"ENSG00000253634",0,0,0,0,0,0
"ENSG00000254954",0,0,0,0,0,0
"ENSG00000246792",103,108,12,30,111,78
"ENSG00000205176",0,0,0,0,0,0
"ENSG00000254070",0,0,0,0,0,0
"ENSG00000203413",0,0,0,10,0,0
"ENSG00000164949",2802,2952,5081,9673,4072,8853
"ENSG00000205189",14807,15231,17723,15952,21867,24089
"ENSG00000212989",0,0,0,0,0,0
"ENSG00000156103",2788,1793,3232,2048,5753,4825
"ENSG00000254195",0,2,0,0,0,0
"ENSG00000253391",0,0,0,0,0,0
"ENSG00000254089",0,0,0,0,0,0
"ENSG00000147613",26,4,10,8,20,0
"ENSG00000147596",0,1,0,0,0,0
"ENSG00000254538",4,3,8,2,8,0
"ENSG00000164687",2910,1889,642,685,3037,1522
"ENSG00000260493",85,17,14,8,22,24
"ENSG00000277422",0,0,0,0,0,0
"ENSG00000270077",13,6,0,0,2,0
"ENSG00000260317",154,170,24,45,71,148
"ENSG00000253681",0,0,0,0,0,1
"ENSG00000254300",0,0,3,0,0,0
"ENSG00000288005",2,0,0,0,2,0
"ENSG00000254366",23,22,13,21,38,8
"ENSG00000236191",2,0,0,0,0,0
"ENSG00000248762",0,0,0,0,0,0
"ENSG00000253226",0,0,0,0,0,0
"ENSG00000253871",0,0,0,0,0,0
"ENSG00000253658",0,1,0,0,2,0
"ENSG00000253549",401,303,408,340,615,397
"ENSG00000246662",137,84,29,85,239,231
"ENSG00000287352",2,0,14,19,2,62
"ENSG00000254014",2,0,0,0,0,0
"ENSG00000254120",2,0,0,0,0,0
"ENSG00000164951",4775,3443,3573,2675,6337,4898
"ENSG00000253655",0,0,0,0,0,3
"ENSG00000104321",0,4,0,0,11,28
"ENSG00000253675",0,0,0,0,0,0
"ENSG00000235531",2,0,8,1,22,26
"ENSG00000287927",80,32,2,2,157,6
"ENSG00000079112",16,4,16,20,15,4
"ENSG00000254048",0,0,0,0,0,4
"ENSG00000272518",60,29,19,33,49,46
"ENSG00000253468",0,0,0,0,0,0
"ENSG00000275386",0,0,0,0,0,0
"ENSG00000254189",2,0,0,0,0,0
"ENSG00000270416",0,0,0,0,0,0
"ENSG00000035681",3786,3758,2390,3123,6284,5294
"ENSG00000147649",19400,19187,20941,18221,24199,21572
"ENSG00000251234",0,0,0,0,0,0
"ENSG00000253137",6,0,0,0,0,0
"ENSG00000104356",2129,1656,524,882,4505,2175
"ENSG00000253302",15,20,2,2,24,29
"ENSG00000177459",4055,5345,4618,9692,3573,4742
"ENSG00000250857",0,0,0,0,0,0
"ENSG00000274116",0,0,0,0,0,0
"ENSG00000253237",0,0,0,0,0,0
"ENSG00000285758",72,59,20,39,82,6
"ENSG00000251347",0,1,2,0,2,0
"ENSG00000253283",13,5,10,16,4,9
"ENSG00000270866",0,0,0,0,0,0
"ENSG00000253901",6,41,20,16,10,9
"ENSG00000243504",44,26,0,3,12,2
"ENSG00000248801",229,343,14,18,221,57
"ENSG00000253105",0,0,0,4,6,1
"ENSG00000147586",470,933,142,484,1263,934
"ENSG00000176566",0,0,0,0,0,0
"ENSG00000254208",21,22,15,9,54,34
"ENSG00000253217",0,0,0,0,1,0
"ENSG00000137571",3327,2887,4339,3889,12192,4474
"ENSG00000249328",16,3,11,3,20,18
"ENSG00000270131",0,0,2,0,0,0
"ENSG00000253177",2,0,0,5,0,1
"ENSG00000249510",0,0,0,0,0,0
"ENSG00000253960",0,0,0,0,0,0
"ENSG00000271156",0,0,0,4,8,7
"ENSG00000137574",5941,5899,1674,2225,6327,7833
"ENSG00000253416",0,0,0,0,2,0
"ENSG00000254689",18,8,10,17,32,24
"ENSG00000248978",0,0,0,0,0,4
"ENSG00000120963",8301,8210,4041,6338,10102,7587
"ENSG00000273567",0,0,0,0,0,0
"ENSG00000164924",114861,123693,51847,73736,168022,113274
"ENSG00000165392",2779,1942,3111,1411,4781,3424
"ENSG00000254182",0,0,0,0,0,0
"ENSG00000156482",53246,65323,50951,95643,56696,69631
"ENSG00000254060",0,0,0,0,0,1
"ENSG00000286484",2,0,0,0,0,0
"ENSG00000164893",0,0,0,0,0,0
"ENSG00000254055",0,0,0,0,0,0
"ENSG00000185015",1314,1226,560,768,1664,814
"ENSG00000254027",115,73,4,16,183,76
"ENSG00000254180",161,56,99,54,49,42
"ENSG00000257962",0,0,0,0,0,0
"ENSG00000244217",0,5,4,0,0,0
"ENSG00000253362",0,0,6,2,0,0
"ENSG00000254387",0,0,0,0,1,4
"ENSG00000188856",1074,11,1298,31,12,28
"ENSG00000248858",51,44,78,4,32,29
"ENSG00000265817",2767,2283,1070,1447,2864,1968
"ENSG00000254063",0,0,0,0,0,0
"ENSG00000180694",10391,9659,13564,16770,5850,9685
"ENSG00000213750",0,0,0,4,0,0
"ENSG00000253503",2,0,3,0,0,0
"ENSG00000255101",0,2,0,0,4,0
"ENSG00000276006",0,0,0,0,0,0
"ENSG00000254205",2,4,0,1,0,4
"ENSG00000254123",0,0,0,0,0,0
"ENSG00000254212",0,0,0,0,0,1
"ENSG00000104361",3585,2808,1648,1155,3877,1563
"ENSG00000254380",0,0,0,0,0,0
"ENSG00000239281",0,0,0,0,0,0
"ENSG00000253680",0,0,0,0,0,0
"ENSG00000104267",5168,3924,11425,10174,13139,3482
"ENSG00000254224",76,86,5,18,89,37
"ENSG00000254202",11,30,38,77,74,92
"ENSG00000279847",0,0,0,0,3,0
"ENSG00000168619",0,0,0,0,0,0
"ENSG00000254251",0,1,35,4,0,2
"ENSG00000248159",8,22,13,14,30,13
"ENSG00000253118",0,0,0,0,0,0
"ENSG00000270861",3,6,0,0,9,0
"ENSG00000253737",22,2,0,11,18,2
"ENSG00000132541",8255,6430,2766,5041,5765,3103
"ENSG00000272249",0,0,0,0,0,0
"ENSG00000147669",9928,6072,3319,4686,7160,5508
"ENSG00000250031",8,7,18,0,17,1
"ENSG00000276540",0,0,0,0,0,0
"ENSG00000123124",8222,6101,7489,6022,8132,5909
"ENSG00000205133",7140,5852,5624,4395,6801,5367
"ENSG00000264448",11,0,0,10,11,3
"ENSG00000250637",0,0,0,0,0,0
"ENSG00000287615",0,0,4,0,0,0
"ENSG00000240509",26,12,20,8,6,4
"ENSG00000133740",2884,3036,2954,2980,3863,4822
"ENSG00000253699",4,0,0,0,0,0
"ENSG00000184672",1009,1183,1233,2963,3002,5130
"ENSG00000271148",0,0,0,0,0,0
"ENSG00000253299",0,0,0,0,0,0
"ENSG00000253748",0,0,0,0,0,0
"ENSG00000270980",0,0,0,0,1,0
"ENSG00000253898",0,0,0,0,0,0
"ENSG00000164794",41,39,62,80,23,12
"ENSG00000255402",0,0,0,0,0,0
"ENSG00000233858",0,0,0,0,0,0
"ENSG00000156467",46176,33484,31771,34474,31334,24413
"ENSG00000271971",146,279,150,202,170,101
"ENSG00000253894",14,0,2,6,14,2
"ENSG00000253413",0,0,0,0,0,0
"ENSG00000254118",0,0,0,0,0,0
"ENSG00000183663",0,0,0,0,0,0
"ENSG00000253260",0,0,0,0,0,0
"ENSG00000253585",0,0,0,0,0,0
"ENSG00000104341",69021,56519,25341,41828,54256,32581
"ENSG00000287998",21,28,4,1,45,16
"ENSG00000253799",12,2,8,20,0,16
"ENSG00000254025",0,0,0,0,0,0
"ENSG00000271612",1,3,0,0,0,1
"ENSG00000286308",0,0,0,0,0,0
"ENSG00000286554",0,0,0,0,0,0
"ENSG00000253749",0,0,0,0,0,0
"ENSG00000253271",0,0,0,0,0,0
"ENSG00000215264",0,2,0,0,0,0
"ENSG00000253781",0,0,0,0,1,7
"ENSG00000268080",0,0,0,0,2,0
"ENSG00000255361",0,0,0,0,3,0
"ENSG00000147432",654,360,52,401,5194,1165
"ENSG00000253828",0,0,0,0,0,0
"ENSG00000245970",128,77,106,42,94,106
"ENSG00000034239",198,462,312,356,764,569
"ENSG00000254777",12,9,0,7,21,17
"ENSG00000280393",0,0,0,0,0,0
"ENSG00000254079",0,0,2,0,0,0
"ENSG00000254273",1,0,10,0,2,5
"ENSG00000253677",0,2,0,0,2,2
"ENSG00000285579",3,2,9,4,2,0
"ENSG00000254119",2,3,1,1,7,0
"ENSG00000180543",2,0,0,2,1933,120
"ENSG00000251142",0,0,0,0,0,0
"ENSG00000254024",0,4,8,2,0,2
"ENSG00000156486",610,325,344,182,1464,445
"ENSG00000253301",21,4,12,2,6,0
"ENSG00000133739",4136,2367,1445,1318,6060,4193
"ENSG00000167910",0,0,4,2,2,2
"ENSG00000253171",0,0,0,0,0,0
"ENSG00000287654",18,4,2,0,7,6
"ENSG00000272155",0,0,0,0,0,0
"ENSG00000253197",5,0,16,0,1,0
"ENSG00000253509",0,0,12,0,0,5
"ENSG00000254236",0,1,0,0,1,0
"ENSG00000278914",0,0,0,0,0,2
"ENSG00000253977",0,0,0,0,0,0
"ENSG00000254057",0,0,0,0,5,0
"ENSG00000197475",0,0,0,0,0,0
"ENSG00000253493",0,0,0,0,0,0
"ENSG00000250295",72,61,699,28,57,132
"ENSG00000259607",0,0,0,0,0,0
"ENSG00000253857",0,0,0,0,5,1
"ENSG00000197275",538,435,260,254,673,646
"ENSG00000260640",0,0,0,0,0,0
"ENSG00000253784",0,1,0,0,0,0
"ENSG00000104517",22111,16064,22769,11300,37532,30651
"ENSG00000104313",1641,1759,702,768,1689,752
"ENSG00000147570",10,2,0,0,19,2
"ENSG00000227170",0,0,0,0,0,0
"ENSG00000254802",6,2,0,0,8,8
"ENSG00000254225",0,0,2,0,0,0
"ENSG00000156471",6590,8356,5570,8151,12091,11004
"ENSG00000253663",2,8,0,0,0,0
"ENSG00000286984",4,4,0,2,6,2
"ENSG00000271381",0,0,0,0,0,0
"ENSG00000243050",0,0,0,0,0,0
"ENSG00000164761",14,13,28,50,23,19
"ENSG00000254006",13,16,0,1,20,2
"ENSG00000253355",10,17,1,6,10,0
"ENSG00000212994",2,0,0,0,4,0
"ENSG00000253723",0,0,0,0,0,0
"ENSG00000271882",26,22,35,15,22,23
"ENSG00000254302",4,2,0,0,2,0
"ENSG00000253195",0,0,0,0,0,0
"ENSG00000254316",0,0,0,0,0,0
"ENSG00000254000",0,0,0,0,0,0
"ENSG00000253639",0,0,0,0,1,0
"ENSG00000253395",10,14,2,5,24,15
"ENSG00000286878",192,122,0,6,533,86
"ENSG00000254303",0,0,0,0,0,0
"ENSG00000255397",2,8,0,8,8,14
"ENSG00000247570",3,11,11,1,4,0
"ENSG00000253840",0,0,0,0,0,0
"ENSG00000253997",0,0,0,0,0,0
"ENSG00000253800",8,0,0,0,0,0
"ENSG00000253702",2,0,0,0,0,0
"ENSG00000253542",0,0,0,0,0,0
"ENSG00000254337",0,1,2,0,2,0
"ENSG00000254344",0,0,0,0,0,0
"ENSG00000019549",110,69,20,62,180,137
"ENSG00000254031",0,0,0,0,0,0
"ENSG00000240724",0,0,0,0,0,0
"ENSG00000172167",716,507,391,250,1246,1352
"ENSG00000253489",0,0,0,0,0,0
"ENSG00000239261",0,0,0,0,1,0
"ENSG00000273978",0,0,0,0,0,0
"ENSG00000270682",0,0,0,0,0,0
"ENSG00000253103",0,0,0,0,0,0
"ENSG00000253499",0,0,0,0,0,0
"ENSG00000253622",0,0,0,0,0,0
"ENSG00000253750",0,0,1,0,0,2
"ENSG00000240590",0,0,0,0,0,0
"ENSG00000253614",4,0,0,0,0,0
"ENSG00000278193",0,0,0,0,2,0
"ENSG00000253760",2,1,0,4,0,0
"ENSG00000254201",0,0,0,0,0,0
"ENSG00000253842",10,4,0,0,0,0
"ENSG00000156469",1837,1321,1006,1217,2415,1560
"ENSG00000254103",2,0,0,0,0,0
"ENSG00000136982",1202,1293,72,173,2584,2451
"ENSG00000276998",0,0,0,0,0,0
"ENSG00000172172",4637,3620,1482,2225,5163,3925
"ENSG00000254040",0,0,0,0,0,0
"ENSG00000253834",0,0,0,0,0,0
"ENSG00000248318",0,0,4,0,0,2
"ENSG00000237061",0,0,0,0,0,0
"ENSG00000254129",0,2,0,0,1,0
"ENSG00000272321",91,72,176,74,187,102
"ENSG00000253471",3,6,8,2,11,2
"ENSG00000254247",0,0,0,0,0,0
"ENSG00000253795",0,0,0,0,2,0
"ENSG00000136999",360,394,1080,808,282,193
"ENSG00000271349",0,0,0,0,0,0
"ENSG00000253228",0,0,0,0,0,0
"ENSG00000253554",858,774,427,940,1924,991
"ENSG00000253721",0,0,0,2,3,4
"ENSG00000164841",2498,1434,500,566,2209,970
"ENSG00000156804",1900,3343,8081,8307,5126,2341
"ENSG00000137547",9560,8115,4038,5129,9543,6557
"ENSG00000248522",0,14,4,0,22,12
"ENSG00000253619",4,2,2,3,1,2
"ENSG00000245330",21,33,7,2,2,0
"ENSG00000253583",2,1,0,0,4,0
"ENSG00000253911",4,4,0,0,0,0
"ENSG00000120992",16854,12707,6768,6886,14201,9419
"ENSG00000181171",0,0,0,0,0,0
"ENSG00000286282",18,18,27,24,24,7
"ENSG00000254084",0,0,0,0,0,0
"ENSG00000253814",0,0,0,0,0,0
"ENSG00000255457",0,0,0,0,0,0
"ENSG00000287788",0,0,0,0,2,0
"ENSG00000132561",3003,2496,1704,2874,2186,1772
"ENSG00000253967",0,0,0,0,0,0
"ENSG00000254492",0,0,0,0,0,0
"ENSG00000156509",232,252,22,112,381,338
"ENSG00000137575",21123,21603,30563,36747,31331,27899
"ENSG00000253851",0,0,0,0,0,0
"ENSG00000253328",3,3,12,0,2,0
"ENSG00000250929",29,11,9,2,23,9
"ENSG00000287942",0,0,0,0,0,0
"ENSG00000255107",17,8,8,16,24,6
"ENSG00000254124",0,0,0,0,0,0
"ENSG00000155792",2852,2120,371,354,511,276
"ENSG00000255531",0,0,0,0,0,0
"ENSG00000282321",0,0,0,0,0,0
"ENSG00000250727",0,0,0,0,0,0
"ENSG00000253207",6,0,0,0,0,0
"ENSG00000254102",164,183,36,72,84,139
"ENSG00000215114",8327,8266,5007,6447,14164,10115
"ENSG00000120899",3158,2816,723,1590,3306,2196
"ENSG00000215288",0,0,0,0,0,0
"ENSG00000253845",0,0,0,0,0,0
"ENSG00000155097",7994,7227,7587,7897,15109,8657
"ENSG00000104490",10526,13889,3680,9766,19346,14063
"ENSG00000253564",0,0,0,0,0,0
"ENSG00000253885",0,0,0,0,0,0
"ENSG00000253942",0,0,0,0,0,0
"ENSG00000104537",12,1,1,3,7,0
"ENSG00000023287",19459,10735,7885,5789,20129,12650
"ENSG00000248599",2,6,0,16,2,8
"ENSG00000240271",0,0,0,0,0,0
"ENSG00000253398",0,0,0,0,0,1
"ENSG00000165078",16,54,64,154,47,44
"ENSG00000253726",2,0,0,0,6,0
"ENSG00000253178",0,0,0,0,0,0
"ENSG00000254113",0,0,0,0,0,0
"ENSG00000242970",1,4,2,4,6,6
"ENSG00000253495",0,0,0,0,0,0
"ENSG00000155087",0,0,2,0,0,4
"ENSG00000263443",3,0,6,1,4,13
"ENSG00000254347",0,0,0,1,0,0
"ENSG00000241961",4,1,0,0,1,0
"ENSG00000253717",0,0,0,0,0,0
"ENSG00000253454",0,0,0,0,0,0
"ENSG00000253991",2,0,0,0,3,0
"ENSG00000239917",0,0,2,2,1,4
"ENSG00000164758",1916,1938,1148,1602,1957,2601
"ENSG00000254041",0,0,0,0,0,0
"ENSG00000241942",0,0,0,0,0,0
"ENSG00000272502",18,13,2,21,8,13
"ENSG00000271219",0,0,0,0,0,0
"ENSG00000121039",28262,38952,76876,86381,21949,59021
"ENSG00000164961",3923,4436,1890,3021,9436,5985
"ENSG00000253821",0,0,0,0,0,0
"ENSG00000254357",2,0,0,0,0,0
"ENSG00000253644",0,0,0,0,0,0
"ENSG00000255310",925,828,946,1419,1841,1610
"ENSG00000255413",0,0,0,0,0,0
"ENSG00000147509",1773,1790,741,1541,1541,1846
