"","E5C3_E8","E5C3_L3i","H9_E8","H9_L3i","RUES02_E8","RUES02_L3i"
"ENSG00000254791",0,8,4,4,2,9
"ENSG00000240454",0,0,0,0,0,2
"ENSG00000200685",1,0,0,0,0,0
"ENSG00000255075",0,0,0,0,0,0
"ENSG00000255088",0,0,0,0,0,0
"LINC02548",2,0,0,0,0,0
"ENSG00000254927",0,0,0,0,0,0
"LINC02545",0,0,0,0,0,0
"RNA5SP331",0,0,0,0,0,0
"LINC02683",0,0,0,0,0,0
"FAR1",5861,6935,7493,6580,4562,6385
"TMPRSS13",77,18,104,25,70,24
"ENSG00000289259",0,0,0,0,0,0
"ENSG00000289883",0,1,0,2,0,0
"ENSG00000286756",0,0,0,0,0,0
"ENSG00000290061",0,0,1,0,0,0
"MALAT1",4121,1602,3812,1639,1091,1926
"ENSG00000270117",0,0,0,0,0,0
"DPF2",4916,5497,8243,4920,4734,4607
"RNF169",1338,1235,2214,1278,1170,949
"ENSG00000278879",3,10,13,2,4,10
"RN7SL239P",0,3,0,3,0,0
"RPL31P46",5,43,11,18,6,9
"ENSG00000286943",4,9,2,2,4,3
"SPCS2",1278,2201,2142,2145,1123,1617
"RNU6-216P",0,2,2,2,1,5
"NEU3",1841,1650,2477,1316,1794,1552
"OR2AT2P",0,0,0,0,0,0
"NPM1P50",0,0,0,0,0,0
"ENSG00000248671",43,47,101,39,34,43
"ENSG00000255403",0,0,0,0,2,0
"RNU4-55P",0,0,0,0,0,0
"RNU6-277P",1,0,0,0,0,0
"ENSG00000285813",135,69,151,35,72,55
"MSANTD4",1323,1755,2151,1405,1454,1522
"KBTBD3",135,97,277,97,116,101
"AASDHPPT",2594,2855,3980,2602,2899,2524
"ENSG00000254433",12,11,13,10,2,8
"ENSG00000287846",0,0,0,2,0,0
"LINC02719",0,0,0,0,0,0
"SLC67A1-AS",7,9,10,11,6,8
"NAP1L4",8820,17041,16297,14824,8894,12432
"NRGN",19,66,278,158,18,37
"ENSG00000255045",0,2,2,1,0,1
"VSIG2",4,21,33,49,4,16
"ESAM",6,8,14,18,10,30
"ESAM-AS1",4,15,5,15,2,12
"MSANTD2",434,1625,1227,1160,349,1091
"ENSG00000279342",48,154,140,91,36,73
"ENSG00000254509",0,0,0,0,0,0
"MSANTD2-AS1",136,203,336,123,83,91
"ENSG00000254941",0,0,0,0,0,0
"ROBO3",1545,535,1938,227,814,294
"ENSG00000254568",0,0,0,0,0,0
"ROBO4",1,2,6,6,4,0
"ENSG00000254943",0,0,0,0,0,0
"CCDC15-DT",24,94,83,56,27,39
"CCDC15",267,372,378,268,145,157
"HEPACAM",0,0,2,0,0,0
"ENSG00000254468",0,0,0,0,0,0
"ENSG00000230724",19,41,38,18,18,46
"ENSG00000289568",0,0,0,0,3,2
"API5",9337,11736,15782,10435,8903,8802
"ENSG00000254907",4,8,1,10,0,8
"ENSG00000252652",1,1,0,0,1,1
"ENSG00000255340",1,2,0,0,0,2
"ENSG00000254577",13,5,43,4,8,8
"RN7SKP287",5,0,2,0,2,2
"PPIAP41",3,22,4,2,0,13
"ENSG00000213697",4,0,0,0,0,2
"ENSG00000283217",3,0,2,0,6,0
"MIR670",0,0,0,0,0,0
"MIR670HG",4,0,5,0,0,0
"TTC17",5469,4020,10599,3234,3698,3502
"OR52P1",0,0,0,0,0,0
"TCP11L1",721,681,1491,873,684,621
"ENSG00000213713",138,135,348,140,170,80
"LINC00294",521,518,999,553,515,414
"CSTF3",3412,4260,6252,3518,2750,2761
"CSTF3-DT",14,2,57,2,12,1
"ENSG00000206808",1,0,0,2,0,0
"ENSG00000241950",0,0,0,0,0,0
"ENSG00000200485",0,0,1,0,0,0
"ENSG00000241255",28,2,73,18,22,2
"HIPK3",1519,2081,2300,2649,1373,2211
"KIAA1549L",250,123,545,55,241,44
"ENSG00000254537",0,0,0,0,0,0
"ENSG00000255207",0,0,0,0,0,0
"LMO2",134,20,264,68,78,63
"ENSG00000184566",0,0,0,0,0,0
"LOC101929918",0,22,2,19,6,11
"CAPRIN1",28959,30912,44535,31188,27992,26288
"NAT10",7035,10007,9980,7627,6417,6367
"ENSG00000201867",0,0,0,0,0,0
"OR8G2P",0,0,0,0,0,0
"ENSG00000286023",0,0,0,0,0,0
"RNU6-256P",0,0,0,0,0,0
"ENSG00000286497",0,0,0,0,0,0
"MIR100HG",34,85,321,34,34,91
"MIR125B1",0,0,0,0,0,0
"BLID",0,0,0,0,0,0
"MIRLET7A2",0,0,0,0,0,0
"MIR100",0,0,0,0,0,0
"ENSG00000255015",0,0,0,0,0,0
"ENSG00000255219",0,0,1,0,0,0
"RNU4ATAC10P",0,0,0,0,0,0
"RNU4ATAC5P",0,0,0,0,0,0
"ENSG00000289058",0,0,2,0,0,0
"MIR194-2HG",6,12,8,8,0,5
"NRXN2",546,38,1852,42,508,22
"ENSG00000290075",6,5,12,12,0,11
"LOC105376520",10,22,27,38,15,8
"ENSG00000284969",0,0,0,0,0,0
"ENSG00000205035",0,0,0,0,0,0
"GRM5P1",0,0,0,0,0,0
"NOX4P1",0,0,0,0,0,0
"ENSG00000290402",0,0,0,0,0,0
"OR4C1P",0,0,0,0,0,0
"ENSG00000290405",0,0,0,0,0,0
"OR9M1P",0,0,0,0,0,0
"ENSG00000290411",0,0,0,0,0,0
"GTF2IP15",0,0,0,0,0,0
"ENSG00000290412",0,0,0,0,0,0
"ENSG00000166007",0,0,0,0,0,0
"ENSG00000290417",0,0,0,0,0,0
"TRIM64DP",0,0,0,0,0,0
"ENSG00000290492",0,0,0,0,0,0
"ENSG00000254811",0,0,0,0,0,0
"LOC101928535",0,0,0,0,0,0
"ENSG00000134612",0,0,0,0,0,0
"FOLH1B",0,0,0,0,0,2
"OR51F5P",0,0,0,0,0,0
"ENSG00000290647",0,0,2,0,0,0
"OR51A8P",0,0,0,0,0,0
"ENSG00000290648",0,0,0,0,0,0
"ENSG00000176904",0,0,0,0,0,0
"OR51H1",0,0,0,0,0,0
"OR51H2P",0,0,0,0,0,0
"ENSG00000290650",0,0,2,0,0,0
"OR52A4P",2,0,0,0,0,0
"ENSG00000290651",1,0,0,0,0,0
"ENSG00000229988",0,0,0,0,0,0
"ENSG00000290652",0,0,0,0,0,0
"OR52B5P",0,0,0,0,0,0
"ENSG00000290653",0,0,0,0,0,3
"OR10N1P",0,0,0,0,0,0
"ENSG00000290668",0,0,0,0,0,0
"ENSG00000227737",0,0,0,0,0,0
"ENSG00000290694",0,0,0,0,0,0
"ENSG00000229386",0,0,0,0,0,0
"ENSG00000290695",7,0,10,2,12,0
"ENSG00000255157",0,0,0,0,0,0
"ENSG00000166787",0,0,0,0,0,0
"SAA3P",0,0,0,0,0,0
"ENSG00000189332",0,0,0,0,0,0
"SLC25A51P4",0,0,0,0,0,0
"OR5AQ1P",0,0,0,0,0,0
"ENSG00000290744",0,0,0,0,0,0
"OR5BE1P",0,0,0,0,0,0
"ENSG00000290745",0,0,0,1,0,0
"OR5G5P",0,0,0,0,0,0
"ENSG00000290749",0,0,0,0,0,0
"OR2AH1P",0,0,0,0,0,0
"ENSG00000290752",0,0,0,0,0,0
"OR5M2P",0,0,0,0,0,0
"ENSG00000290753",0,0,0,0,0,0
"ENSG00000225678",3,6,0,11,0,8
"ENSG00000290773",0,0,0,0,0,0
"EEF1A1P49",0,0,0,0,0,0
"ENSG00000290774",0,0,0,0,0,0
"ENPP7P8",0,1,0,2,1,0
"OR6M2P",0,0,0,0,0,0
"ENSG00000290781",0,0,0,0,0,2
"ENSG00000204529",0,1,1,1,4,0
"ENSG00000255221",0,0,0,0,0,0
"ENSG00000290797",0,0,0,0,0,0
"OR10AB1P",0,0,0,0,0,0
"ENSG00000290809",0,0,0,0,0,3
"OR5BA1P",0,0,0,0,0,0
"ENSG00000290827",0,0,2,1,0,0
"GLYATL1P2",1,8,6,6,1,2
"ENSG00000290884",1,2,4,3,0,0
"OR7E14P",0,0,0,0,0,0
"ENSG00000290957",21,10,37,8,21,7
"ENSG00000223756",0,0,0,0,0,0
"TSSC2",1971,633,5236,1976,3656,1401
"ENSG00000182048",2,0,1,0,2,0
"ENSG00000205044",0,0,0,0,0,0
"ENSG00000160172",8,3,27,10,7,1
"FAM86C2P",146,166,407,156,239,75
"ENSG00000254610",0,0,0,0,0,0
"ENSG00000290995",20,39,29,18,14,14
"ENSG00000255042",0,0,0,0,0,0
"SEPTIN7P11",0,0,0,0,0,0
"GVINP1",0,0,0,0,0,0
"ENSG00000291143",1,2,2,3,0,2
"OR52K3P",0,0,0,0,0,0
"ENSG00000291144",4,4,12,2,0,2
"ENSG00000235505",0,0,0,0,0,0
"CASP4LP",0,0,0,2,0,1
"ENSG00000173727",0,0,0,0,0,0
"FAM86C1P",0,0,0,0,0,0
"OR52B1P",0,0,0,0,0,0
"OR52B2",0,2,0,0,0,0
"OR52W1",2,4,0,0,0,0
"ENSG00000267940",24,31,60,22,4,22
"C11orf42",6,10,20,8,6,1
"FHIP1B",1382,2577,2607,2214,969,1988
"CNGA4",23,8,30,47,5,17
"CCKBR",182,548,509,1060,92,1096
"LOC101927825",30,24,88,19,10,36
"APBB1",2157,1940,4492,3530,2154,2956
"ENSG00000255507",2,2,2,2,0,0
"ENSG00000254500",1,5,0,0,0,0
"RN7SKP297",0,0,0,0,0,0
"CHRDL2",18,11,41,9,16,2
"ENSG00000279353",0,0,1,0,0,0
"MIR4696",0,0,0,0,0,0
"RPL36AP38",0,0,0,0,0,0
"ENSG00000227615",167,264,293,461,156,182
"XRRA1",273,204,435,193,373,419
"DGAT2",172,73,227,128,221,61
"TRIM66",343,1127,524,433,333,779
"CYP2R1",587,495,550,232,741,518
"CALCP",0,0,0,0,0,0
"CALCA",79,4,90,12,18,0
"ENSG00000250640",0,0,0,0,0,0
"EIF4G2",48695,93744,83190,104387,47849,80258
"LOC101928053",14,43,95,41,15,21
"ZBED5-AS1",36,72,197,79,61,49
"ENSG00000289919",0,0,0,0,0,0
"ENSG00000290775",1,1,0,1,0,2
"ENSG00000291247",0,0,0,0,0,0
"ENSG00000291186",234,525,658,339,209,251
"DEFB130C",0,0,0,0,0,0
"OR4C9P",0,0,0,0,0,0
"ENSG00000255215",0,0,0,0,0,0
"OR4A47",0,0,0,0,0,0
"ENSG00000255113",0,0,0,0,0,0
"OR4A46P",0,0,0,0,0,0
"OR4A40P",0,0,0,0,0,0
"OR4A43P",0,0,0,0,0,0
"OR4A45P",0,0,0,0,0,0
"OR4A41P",0,0,0,0,0,0
"OR4A42P",0,0,0,0,0,0
"OR4A44P",0,0,0,0,0,0
"ENSG00000290992",0,0,0,0,0,0
"ENSG00000291248",0,0,0,0,0,0
"LRRC32-AS1",0,0,10,219,2,47
"ENSG00000291249",0,0,2,0,1,2
"ENSG00000290785",0,0,0,0,0,0
"ENSG00000289398",0,0,0,0,0,0
"ENSG00000289093",0,0,0,0,0,0
"ENSG00000289936",0,0,0,0,0,0
"ETS1",2771,5644,2596,8785,2953,5706
"MIR6090",1,1,1,0,0,0
"ETS1-AS1",0,0,0,0,0,0
"SENCR",12,3,3,18,0,14
"CD59",2999,2309,5127,3005,3389,3233
"USP2-AS1",146,118,245,63,148,72
"MRPL23-AS1",15,0,11,2,8,0
"H19",18,261,57,27664,10,5695
"IGF2",156,426,302,138401,66,30520
"ENSG00000284779",0,0,0,0,0,0
"DLG2",288,353,630,279,644,363
"EXPH5",352,87,554,127,447,146
"POGLUT3",1750,2181,2843,3257,1690,2652
"FAUP4",10,2,16,8,13,8
"POLA2",776,838,1002,743,565,623
"MPZL3",240,150,230,182,130,167
"LDHC",56,26,71,32,2,4
"ENSG00000289499",1,4,10,2,4,2
"LDHA",10421,36621,42882,43609,16998,24740
"TNNT3",1,1,11,9,0,4
"ENSG00000256100",0,0,0,0,0,0
"SF1",10508,30620,22605,26136,10018,21676
"ENSG00000288809",14,20,21,22,12,15
"ME3",140,59,390,345,63,199
"NLRX1",1642,1281,3084,1222,1839,987
"MS4A8",0,0,0,4,0,0
"MS4A18",0,0,0,0,0,0
"MS4A15",20,2,59,10,53,4
"MS4A10",0,0,0,1,0,0
"HEPN1",0,0,0,0,0,0
"SLC1A2",63,1139,174,607,34,667
"PAMR1",268,177,1164,1556,166,478
"SLC39A13-AS1",7,3,7,5,2,1
"MADD",4918,3086,6447,2497,2994,2776
"ENSG00000243742",25,20,53,59,21,18
"ENSG00000289268",93,164,254,132,83,64
"SNHG1",11846,17591,15428,14240,8080,10577
"TEX54",6,2,6,5,2,1
"TRPC2",0,0,2,0,3,1
"NUP98",10310,13309,13353,10652,7920,9894
"MICAL2",239,250,166,3087,74,1277
"ENSG00000238262",0,0,0,0,0,1
"ENSG00000279090",0,0,0,0,0,0
"OPCML",51,15,348,52,209,53
"LOC124902819",0,0,0,0,0,0
"ENSG00000279497",0,1,0,0,0,0
"ENSG00000255371",0,0,0,0,0,0
"ENSG00000279711",12,30,15,49,26,34
"ENSG00000279189",0,0,0,1,0,0
"OPCML-IT1",18,26,3,14,1,22
"ENSG00000287068",3,7,6,3,0,11
"GRIA4",396,0,2040,9,961,2
"MIR3160-1",0,0,0,0,0,0
"MIR3160-2",0,0,0,0,0,0
"ENSG00000285658",0,4,0,1,0,3
"HARBI1",212,339,297,314,207,284
"ATG13",4270,4196,7085,4722,4530,4488
"ARHGAP1",3133,5394,4807,5587,3313,5413
"ZNF408",792,1440,1246,1295,888,1170
"F2",9,23,3,61,4,26
"CKAP5",26440,19457,38688,17789,22652,16156
"MIR5582",0,0,1,0,0,3
"LOC124900314",0,2,3,2,0,0
"SNORD67",1,21,9,16,2,15
"LRP4-AS1",52,97,94,34,43,48
"LRP4",2216,11853,3872,6960,1946,7898
"ENSG00000286450",0,0,4,0,0,0
"ENSG00000254479",1,2,1,6,0,4
"PICALM",6398,7605,8564,12864,5017,8747
"RNU6-560P",0,0,0,0,0,0
"ENSG00000254699",0,0,0,1,0,0
"ENSG00000254502",2,2,0,6,12,0
"ENSG00000276669",0,0,0,0,0,0
"EED",1216,1888,2467,1992,1126,1627
"PRSS23",435,597,1273,10426,393,8660
"ENSG00000271318",0,0,0,6,0,3
"ENSG00000197882",0,4,3,0,0,3
"ENSG00000269895",0,0,0,3,0,0
"OR7E2P",0,0,0,2,0,0
"ENSG00000255471",39,7,84,27,34,12
"ENSG00000280339",25,1,49,18,13,6
"FZD4",681,874,1074,2646,657,1914
"FZD4-DT",5,11,19,20,12,14
"HNRNPCP8",0,3,3,0,0,0
"ENSG00000254843",1,0,0,2,4,0
"ENSG00000279836",0,2,0,0,0,0
"LOC101929104",0,2,0,3,0,2
"LOC124902803",0,0,2,4,0,0
"PRRG4",206,40,195,54,237,75
"QSER1",8029,9168,16386,6762,7642,7422
"ENSG00000200615",0,0,0,0,0,0
"DEPDC7",284,340,505,273,316,199
"OTUB1",5913,7603,9426,8105,5430,6050
"ENSG00000288852",99,146,230,133,181,146
"ENSG00000289486",47,39,73,51,71,49
"LOC124906938",3,2,1,2,5,7
"HRAS",1125,2815,1619,3569,915,2597
"MIR210HG",53,201,498,144,43,150
"ENSG00000231743",0,0,0,0,0,0
"ENSG00000226694",0,0,0,0,0,0
"ENSG00000287653",0,0,0,0,0,0
"ENSG00000237500",0,0,0,0,0,0
"DIP2C",1495,947,3128,1200,1419,953
"ENSG00000233052",1,2,0,0,1,4
"ENSG00000286610",0,0,0,0,0,0
"ENSG00000234556",0,0,0,0,0,0
"ENSG00000234962",0,0,0,0,0,0
"AKR1C3",142,42,114,43,166,102
"LINC00705",0,0,0,2,0,0
"ENSG00000227912",0,0,0,0,0,0
"ENSG00000228291",0,0,0,0,0,0
"TUBAL3",0,2,0,0,2,2
"ENSG00000287848",0,0,0,0,0,0
"ENSG00000271251",0,0,0,0,0,0
"ADARB2",69,1,462,29,368,21
"ENSG00000280450",0,0,0,0,0,0
"ENSG00000226990",0,0,0,0,0,0
"ENSG00000236990",0,0,0,0,0,0
"LINC00708",0,0,0,0,0,0
"LINC02670",0,0,0,0,0,0
"ENSG00000234306",0,0,0,0,0,0
"LINC00709",0,0,0,0,0,0
"LINC02639",0,0,0,0,0,0
"ENSG00000272436",0,0,0,0,0,0
"ENSG00000287120",0,0,0,0,0,0
"ECHDC3",1251,511,993,229,2460,421
"ENSG00000212743",10,0,14,2,14,9
"ENSG00000286687",0,0,0,0,0,0
"ENSG00000231039",0,0,0,0,0,0
"CDC123",5716,7513,8433,8456,5951,6211
"ENSG00000225418",0,0,0,0,0,0
"UCN3",0,0,0,0,0,0
"KLF6",8808,3490,4053,10366,2848,4316
"ENSG00000229672",0,0,2,0,0,2
"ATP5F1C",7394,11879,9499,10522,6638,7980
"ENSG00000236420",0,0,0,0,0,1
"ENSG00000228353",0,0,0,0,0,0
"HSP90AB7P",0,2,0,8,0,6
"LINC00703",0,0,0,0,0,0
"ENSG00000224251",0,1,0,0,0,1
"SEC61A2",2105,1157,2519,1100,964,1118
"ENSG00000230121",0,0,0,0,0,0
"ENSG00000234170",0,0,0,0,0,0
"LINC02662",0,0,0,0,0,0
"LOC105376350",0,0,0,0,0,0
"ENSG00000230096",0,0,0,0,0,0
"LINC02676",0,0,0,0,0,0
"ENSG00000286439",0,0,0,0,0,0
"ENSG00000229919",0,2,0,4,0,0
"LOC105376412",0,0,0,0,0,0
"ITIH2",1,6,5,6,2,7
"ENSG00000226861",2,0,0,0,0,0
"ENSG00000236892",0,0,0,0,0,0
"LOC124902542",0,0,0,0,0,0
"MTND1P37",0,0,0,0,0,0
"ENSG00000287175",0,0,0,4,0,0
"NUDT5",4588,5077,6556,5082,4416,3831
"CCDC3",179,104,77,286,72,201
"ENSG00000239539",0,1,0,0,0,0
"ENSG00000285994",2,0,0,0,0,0
"ENSG00000286858",0,0,0,0,0,0
"KIN",889,1524,1627,1147,929,1115
"KRT8P37",2,2,4,4,2,6
"ENSG00000270234",0,0,0,0,0,0
"UPF2",3343,6750,4855,4585,3402,5205
"ENSG00000287246",0,0,0,0,0,0
"LOC124902388",58,23,167,19,57,23
"LINC01516",0,0,1,0,0,0
"ACBD7",976,337,2759,268,1121,280
"MTND2P16",0,0,0,0,0,0
"ENSG00000223808",0,0,0,0,0,0
"RPP38",588,853,975,873,550,624
"ITIH5",356,121,292,136,247,259
"ENSG00000236960",0,0,0,0,0,0
"ENSG00000227537",0,0,0,0,0,0
"MRC1",33,4,30,8,14,20
"ENSG00000225976",1,0,2,1,2,0
"ENSG00000228181",1,2,0,0,0,0
"ENSG00000285520",0,0,2,2,0,0
"CUBN",12,20,42,217,8,60
"ENSG00000225213",8,13,0,3,5,3
"ENSG00000279575",0,0,0,0,0,0
"ENSG00000234961",0,1,0,0,0,0
"ENSG00000273153",0,0,0,0,0,0
"ENSG00000234813",0,0,0,2,0,0
"GPR158-AS1",0,0,0,0,2,0
"TRDMT1",415,1028,1035,1020,753,837
"C1QL3",139,113,383,108,66,76
"MINDY3",667,1149,1198,1273,553,988
"ENSG00000225192",0,2,0,0,0,2
"ARMC3",11,26,36,15,8,8
"USP6NL-AS1",3,10,6,8,11,5
"RPP38-DT",11,20,46,20,14,22
"ENSG00000228755",0,0,0,2,0,0
"ENSG00000279623",0,0,0,0,0,2
"ENSG00000227264",0,0,0,0,0,0
"ENSG00000203565",0,0,0,0,0,0
"ENSG00000233451",0,0,0,0,0,0
"ENSG00000225638",0,0,0,0,0,0
"ENSG00000233190",0,0,0,0,1,0
"ENSG00000270552",0,0,0,0,0,0
"ZNF37CP",0,0,0,0,0,1
"ENSG00000238246",3,2,3,0,1,2
"PIP4K2A",2867,3706,3940,3799,2243,2525
"ENSG00000272387",0,0,0,0,0,0
"C10orf67",2,2,5,2,0,6
"ENSG00000287309",0,0,0,0,0,0
"LOC105376435",0,0,0,0,0,0
"RPS4XP11",8,16,16,46,4,8
"AKR1C4",0,0,0,0,0,0
"MALRD1",8,14,16,16,12,9
"ENSG00000285859",5,1,32,0,10,5
"ST8SIA6",47,59,100,72,52,54
"GAD2",62,196,50,85,7,132
"MKX",41,50,89,25,37,28
"GDF2",0,0,0,126,0,0
"ODAD2",277,212,865,48,265,81
"ENSG00000286810",0,0,6,0,0,0
"CHEK2P5",0,0,0,0,0,0
"ITGA8",0,20,0,184,0,97
"ENSG00000270762",0,0,0,0,0,0
"ENSG00000228882",0,2,0,0,0,0
"ENSG00000223984",7,1,2,6,0,6
"ENSG00000235637",0,0,0,0,0,0
"LINC02658",0,0,0,0,0,0
"SLC9B1P3",0,0,0,0,0,0
"LOC105376473",0,0,0,0,0,0
"SLC39A12",0,0,0,0,0,3
"LINC00619",0,2,2,0,0,0
"CUBNP1",0,0,0,0,0,0
"LINC02561",3,2,0,0,0,0
"ENSG00000243349",0,0,0,0,2,0
"AMD1P1",2,5,4,0,0,2
"ENSG00000228702",3,7,1,0,0,0
"ENSG00000254929",3,9,6,3,3,4
"ZFAND4",885,513,1105,375,703,580
"ENSG00000264404",0,0,2,0,0,0
"MYO3A",355,454,488,442,271,460
"EIF2AP4",0,0,0,0,0,0
"ZNF22-AS1",120,72,182,82,149,119
"ENSG00000260137",0,0,0,0,0,0
"ENSG00000274242",0,0,0,0,0,0
"ENSG00000287925",5,7,8,8,3,11
"ENSG00000223841",0,0,0,0,0,0
"FTLP19",0,0,0,0,0,0
"ZNF33CP",0,0,0,0,0,0
"MSRB2",671,550,1371,621,800,601
"ENSG00000287613",2,4,2,0,2,4
"OR13A1",4,20,14,23,6,5
"ENSG00000237936",0,0,0,0,0,0
"PTF1A",0,18,0,2,0,4
"PRTFDC1",498,653,582,818,408,543
"PROSER2",583,709,773,672,387,760
"ENSG00000226016",0,0,0,0,0,0
"ENSG00000235113",0,1,0,0,0,0
"HIRAP1",0,1,0,0,0,0
"ENSG00000266217",6,1,8,4,9,6
"ENSG00000279819",0,0,0,0,0,0
"EIF3LP2",6,10,4,31,10,4
"ENSG00000203496",0,0,0,0,0,0
"LINC00841",0,0,0,0,0,0
"ENSG00000273012",0,0,0,0,0,1
"ENSG00000223462",0,1,1,0,2,2
"ENSG00000227121",6,0,14,132,3,12
"ENSG00000259869",6,5,6,15,4,3
"ENSG00000273363",0,5,2,1,1,2
"ENSG00000286413",0,0,0,0,0,0
"ENSG00000230500",0,0,0,0,0,0
"ENSG00000230869",8,21,17,7,3,6
"LINC00838",4,2,0,2,0,0
"ENKUR",9,17,25,12,12,5
"RPL26P27",0,13,0,42,5,12
"ENSG00000228302",31,151,73,74,22,87
"DNAJC1",1149,1186,2017,1406,821,1217
"ENSG00000235469",0,0,0,0,0,0
"ENSG00000226790",8,18,4,32,7,3
"ENSG00000224162",0,0,0,0,0,0
"ENSG00000227465",0,0,0,0,0,0
"CUBNP3",0,0,0,0,0,0
"SLC25A16",713,2950,622,2656,371,1800
"ENSG00000270192",0,0,0,0,0,0
"PROSER2-AS1",4,25,9,30,12,20
"UBE2V2P1",0,0,0,0,0,0
"ENSG00000270369",0,0,0,0,0,0
"ENSG00000227173",0,0,0,4,0,0
"ENSG00000279239",0,0,0,0,0,0
"PHYHIPL",2,8,18,5,8,1
"VN1R54P",2,0,0,2,0,0
"NAMPTP1",37,24,625,391,402,315
"ENSG00000236442",0,0,0,0,0,0
"ENSG00000233472",0,0,0,0,0,2
"ASCC1",1889,1780,2530,1763,1620,1488
"ENSG00000271173",0,0,0,0,0,0
"ENSG00000271650",0,0,0,0,0,0
"RPL26P28",0,2,0,50,0,6
"RBP3",8,4,10,2,5,12
"ARHGAP12",4605,3637,6204,3082,2821,2870
"TATDN1P1",2,14,40,38,34,14
"ENSG00000273107",15,9,36,7,12,5
"SNRPEP8",0,0,0,0,0,0
"UBE2D1",2355,2834,3521,2475,2467,2117
"ENSG00000229932",128,192,176,198,93,149
"LINC02632",0,0,0,0,0,0
"ENSG00000234504",0,0,0,0,0,0
"ENSG00000270767",1,3,1,0,3,1
"ENSG00000224919",0,0,0,0,0,0
"GDF10",0,12,24,24,0,2
"LOC107984195",2,0,0,0,0,0
"PRKG1-AS1",0,17,2,13,2,3
"ZNF33B",1377,2119,2768,1889,1668,2035
"ENSG00000235356",0,0,0,0,0,0
"LOC101929073",0,0,0,2,0,0
"ENSG00000265630",3,1,2,0,1,0
"CEP164P1",8,16,18,21,9,11
"PCAT5",0,0,0,4,0,0
"ENSG00000286924",0,2,1,0,1,0
"NRP1",226,185,259,3891,121,2952
"PLXDC2",3934,2057,6685,1699,1696,1911
"ENSG00000227734",0,0,0,0,0,0
"ENSG00000287278",0,0,0,0,0,0
"RSU1",3023,5793,3994,5131,2597,5113
"ENSG00000214881",1,5,4,3,4,0
"RPL31P44",0,0,0,6,0,0
"ENSG00000272319",0,0,1,0,0,0
"ENSG00000226113",0,0,0,0,0,0
"MRLN",2,6,2,0,0,2
"ENSG00000233313",0,0,0,0,0,0
"ENSG00000223746",0,0,0,0,0,0
"ENSG00000286715",0,1,0,0,0,0
"RPS3AP37",0,14,2,28,2,6
"LOC100421870",0,0,0,0,0,0
"ENSG00000270754",0,0,0,0,0,0
"ENSG00000270494",0,0,0,0,0,2
"ENSG00000278531",0,0,0,0,0,0
"MRPS21P5",0,0,0,0,0,0
"ENSG00000270421",0,0,0,0,0,1
"ENSG00000226296",0,0,0,0,0,0
"ENSG00000235816",0,0,2,10,4,4
"JCAD",602,328,1549,3198,527,1803
"ENSG00000279814",0,0,0,0,0,0
"RPSAP6",0,7,0,3,0,0
"ZNF503",8,296,82,1118,13,695
"SPAG6",11,29,18,8,2,10
"THAP12P3",0,2,2,2,0,0
"RPS12P2",0,1,0,0,0,0
"MARCHF8",1988,1332,2557,1609,1655,1409
"LINC00595",22,3,18,19,4,6
"ENSG00000228683",0,0,0,0,0,0
"LINC02654",0,0,2,0,0,0
"TET1",6060,13018,10696,10067,5448,10354
"DKK1",2,136,38,1459,2,1005
"ENSG00000227313",0,0,0,0,0,0
"ENSG00000285739",0,0,0,0,0,0
"ENSG00000282906",0,0,0,2,0,0
"ENSG00000287173",0,0,0,0,0,0
"KIF5B",15090,12523,21491,16030,12384,12622
"NMT2",1043,863,1361,1120,820,851
"TMEM273",0,0,0,0,0,4
"ENSG00000233703",0,0,0,0,0,0
"ENSG00000285958",80,20,12,4568,211,388
"LOC102724323",2,4,3,1,3,7
"CCAR1",9309,15158,11910,12356,5566,11591
"ENSG00000213525",0,0,0,0,0,0
"ENSG00000223565",0,0,0,0,0,0
"ENSG00000260400",96,777,281,485,81,522
"ZNF503-AS2",0,28,8,120,0,87
"ENSG00000226163",0,1,1,0,0,0
"ENSG00000227271",0,0,0,0,0,0
"ENSG00000279359",0,2,0,0,0,0
"ENSG00000232950",0,0,0,0,0,0
"ENSG00000238258",0,0,0,1,0,0
"ENSG00000229543",0,0,0,4,0,2
"ENSG00000231082",0,0,0,0,0,0
"ZWINT",2381,9271,5350,7569,2842,6093
"GRID1-AS2",0,0,0,2,0,6
"ENSG00000233258",0,0,0,0,0,0
"ENSG00000270352",0,0,0,0,0,0
"GRID1-AS1",0,0,0,0,0,0
"NUTM2A",4,56,26,38,5,16
"LRMDA",13,18,31,29,7,13
"ENSG00000234382",0,0,0,0,0,1
"JMJD1C-AS1",17,35,11,99,11,57
"LINC01519",0,0,0,0,0,0
"ENSG00000213731",1,1,3,0,0,2
"NDUFA8P1",0,0,0,0,0,0
"ENSG00000280166",0,0,0,0,0,0
"ZNF22",1234,1709,2620,1944,1629,1455
"ANXA11",3540,4294,5416,8242,3775,6000
"ENSG00000236797",0,0,0,0,0,0
"ENSG00000272692",0,4,4,2,0,10
"ENSG00000279502",1,2,1,0,0,0
"ENSG00000285257",35,7,72,20,42,6
"PRXL2A",2706,5889,6386,6369,2537,4124
"LINC01520",0,0,0,0,0,0
"ENSG00000286445",4,6,25,4,4,0
"ENSG00000235279",0,0,0,0,0,0
"ENSG00000280134",0,0,0,0,0,2
