"","E5C3_E8","E5C3_L3i","H9_E8","H9_L3i","RUES02_E8","RUES02_L3i"
"ENSG00000281404",25,49,56,25,3,12
"ENSG00000244550",0,0,0,0,0,0
"ENSG00000181211",0,1,0,2,0,2
"ENSG00000229478",0,0,0,0,0,0
"ENSG00000228173",0,0,0,0,0,0
"ENSG00000164742",4541,1413,3493,838,2202,911
"ENSG00000232161",0,0,0,0,0,0
"ENSG00000231232",0,0,0,0,0,0
"ENSG00000236529",12,14,36,10,18,27
"ENSG00000237400",0,0,0,0,0,0
"ENSG00000227489",0,0,0,0,0,0
"ENSG00000229970",19,169,83,82,19,125
"ENSG00000227426",0,0,0,0,0,0
"ENSG00000232612",0,2,0,14,0,8
"ENSG00000188730",88,0,672,2,76,2
"ENSG00000227344",16,10,27,16,6,15
"ENSG00000233962",0,0,0,0,0,0
"ENSG00000226468",30,9,63,24,34,25
"ENSG00000224101",0,0,0,0,0,0
"ENSG00000286658",0,0,0,0,0,0
"ENSG00000232325",5,30,19,79,11,38
"ENSG00000226829",0,0,0,0,0,0
"ENSG00000073067",10,12,26,18,12,11
"ENSG00000106483",6,5,2,12,2,0
"ENSG00000223829",0,0,0,0,0,0
"ENSG00000280920",0,0,0,0,0,0
"ENSG00000286466",0,0,0,0,0,0
"ENSG00000136270",7028,9070,8492,8221,6784,6431
"ENSG00000078053",393,157,1691,81,414,48
"ENSG00000221900",0,0,0,0,0,0
"ENSG00000286404",2,0,0,2,0,0
"ENSG00000230271",0,0,0,0,0,0
"ENSG00000225286",0,0,0,0,0,0
"ENSG00000223893",0,0,0,0,0,0
"ENSG00000224519",0,0,0,0,0,0
"ENSG00000243981",0,0,0,0,0,0
"ENSG00000126522",879,1019,1580,975,749,845
"ENSG00000106524",697,754,1882,1418,701,1009
"ENSG00000146731",21159,33265,28899,30550,20351,25205
"ENSG00000268181",0,0,0,0,0,1
"ENSG00000179342",0,2,2,6,0,1
"ENSG00000275295",0,0,0,0,0,0
"ENSG00000231484",0,0,0,0,0,0
"ENSG00000232906",9,99,27,121,12,44
"ENSG00000286526",0,0,0,0,0,0
"ENSG00000224368",0,0,0,0,0,0
"ENSG00000229031",0,0,0,6,0,0
"ENSG00000285536",0,0,0,0,0,0
"ENSG00000255690",207,200,1298,192,361,210
"ENSG00000136274",387,460,427,611,411,487
"ENSG00000230361",0,0,0,0,0,0
"ENSG00000236261",0,0,0,0,0,0
"ENSG00000250923",0,0,0,0,0,0
"ENSG00000237004",149,156,288,141,165,85
"ENSG00000229424",0,0,0,0,0,0
"ENSG00000251451",0,0,0,0,0,0
"ENSG00000238090",12,4,7,6,13,4
"ENSG00000285741",0,0,0,0,0,0
"ENSG00000146729",3651,2628,6045,2592,3576,2133
"ENSG00000146733",1971,1812,2954,1622,1986,1299
"ENSG00000272328",7,27,18,35,4,28
"ENSG00000178665",154,201,179,158,92,106
"ENSG00000224484",0,0,0,0,0,0
"ENSG00000224706",0,0,0,2,0,0
"ENSG00000136250",12,14,6,12,1,12
"ENSG00000236531",0,0,0,0,0,0
"ENSG00000240651",0,0,0,0,0,0
"ENSG00000279785",0,2,2,4,2,4
"ENSG00000287521",0,0,0,0,2,0
"ENSG00000106070",7283,8255,11193,6787,5613,5687
"ENSG00000228564",0,0,0,0,0,0
"ENSG00000238131",0,0,0,0,0,0
"ENSG00000234359",0,0,0,0,0,0
"ENSG00000229459",0,0,0,0,0,0
"ENSG00000270749",0,0,0,0,0,0
"ENSG00000227404",2,6,0,4,0,0
"ENSG00000281593",0,1,0,1,0,0
"ENSG00000005020",396,1490,434,840,163,838
"ENSG00000236046",2,0,0,0,0,0
"ENSG00000164543",1184,1803,1170,1713,926,1847
"ENSG00000226421",7,57,17,92,2,49
"ENSG00000230000",0,0,0,0,0,0
"ENSG00000271696",0,0,0,0,0,0
"ENSG00000271194",0,0,0,0,0,0
"ENSG00000234686",0,0,0,0,0,0
"ENSG00000237026",3,8,2,6,1,4
"ENSG00000187546",19,45,14,28,37,35
"ENSG00000164556",2,4,0,10,0,0
"ENSG00000228815",0,0,0,0,0,0
"ENSG00000234467",0,0,0,0,0,0
"ENSG00000249773",6,7,8,3,5,5
"ENSG00000225718",2,2,0,0,0,0
"ENSG00000235379",0,4,0,2,0,0
"ENSG00000182348",0,0,0,2,2,2
"ENSG00000236907",0,0,0,0,0,0
"ENSG00000223559",74,65,112,54,50,39
"ENSG00000226392",0,0,0,0,0,0
"ENSG00000232975",0,0,0,0,0,0
"ENSG00000233854",15,45,45,43,7,29
"ENSG00000234085",0,0,0,0,0,0
"ENSG00000235243",0,0,0,0,0,0
"ENSG00000236638",0,0,0,0,0,0
"ENSG00000229403",0,0,0,0,0,0
"ENSG00000233420",0,0,0,0,0,0
"ENSG00000214652",0,0,0,0,0,0
"ENSG00000225128",0,0,0,2,0,0
"ENSG00000228928",0,0,0,0,4,2
"ENSG00000231523",0,0,0,0,0,0
"ENSG00000075213",1302,3983,3323,4006,1591,2912
"ENSG00000231299",2,0,0,1,0,0
"ENSG00000235450",1,0,2,0,0,0
"ENSG00000233782",0,0,0,0,0,0
"ENSG00000223558",0,0,0,0,0,0
"ENSG00000196715",3269,3742,5212,3560,3313,3363
"ENSG00000238124",0,0,0,0,0,1
"ENSG00000233918",0,0,0,0,0,0
"ENSG00000285670",0,0,0,0,0,0
"ENSG00000278959",2,4,31,2,2,2
"ENSG00000228711",0,0,0,0,0,0
"ENSG00000227979",0,0,0,0,0,0
"ENSG00000227545",0,0,0,0,0,0
"ENSG00000233491",2,0,0,2,0,0
"ENSG00000229064",3,11,2,14,2,2
"ENSG00000106605",1593,1741,1865,1440,1546,1182
"ENSG00000229627",0,0,0,0,0,0
"ENSG00000185290",30,34,0,0,6,15
"ENSG00000219807",0,0,0,6,0,0
"ENSG00000225537",0,0,0,0,0,0
"ENSG00000234500",0,6,9,2,2,4
"ENSG00000230356",6,4,0,25,0,6
"ENSG00000244055",50,80,115,66,35,49
"ENSG00000250618",0,0,0,0,0,0
"ENSG00000225701",0,0,0,4,0,0
"ENSG00000227785",0,0,0,0,0,0
"ENSG00000233960",0,0,0,0,0,0
"ENSG00000157259",3924,2940,6401,2609,3269,2480
"ENSG00000270763",0,0,0,0,0,0
"ENSG00000154978",2150,3811,2856,2653,1659,2587
"ENSG00000237160",0,0,0,0,0,0
"ENSG00000231763",0,0,0,0,0,0
"ENSG00000105829",1582,1265,1921,979,1504,963
"ENSG00000224155",4,6,2,0,4,0
"ENSG00000213673",1,3,3,4,8,4
"ENSG00000196636",1020,853,1558,892,1084,642
"ENSG00000164715",3455,4517,5123,3647,2849,3703
"ENSG00000122547",623,178,1317,268,499,189
"ENSG00000223402",0,0,0,0,1,0
"ENSG00000234312",0,0,0,0,0,0
"ENSG00000223665",0,0,0,0,0,0
"ENSG00000213787",0,2,0,28,0,4
"ENSG00000229301",0,0,0,0,0,0
"ENSG00000286987",8,0,2,0,0,0
"ENSG00000227148",0,0,0,0,0,0
"ENSG00000228627",0,0,0,0,0,0
"ENSG00000227491",0,0,2,0,0,0
"ENSG00000284523",17,5,36,11,4,8
"ENSG00000228085",0,2,0,4,0,6
"ENSG00000227982",0,0,0,2,0,0
"ENSG00000244510",0,0,0,0,0,0
"ENSG00000225371",0,4,0,0,0,0
"ENSG00000186472",755,213,718,51,298,106
"ENSG00000122507",5051,1303,2697,799,3966,1020
"ENSG00000271306",0,0,0,0,0,0
"ENSG00000236610",0,0,0,0,0,0
"ENSG00000226587",0,0,0,0,0,0
"ENSG00000287488",0,0,2,0,0,0
"ENSG00000231255",0,1,2,0,1,3
"ENSG00000236938",0,0,0,0,0,0
"ENSG00000230796",0,0,0,0,0,0
"ENSG00000237760",0,0,0,0,0,0
"ENSG00000234185",1,2,1,1,0,2
"ENSG00000234105",0,0,0,0,0,0
"ENSG00000005981",0,2,0,2,0,0
"ENSG00000224551",0,0,0,1,0,0
"ENSG00000227923",0,0,0,0,0,0
"ENSG00000234700",0,0,0,1,0,0
"ENSG00000230196",0,0,0,0,0,0
"ENSG00000230600",0,0,0,0,0,0
"ENSG00000230927",6,4,7,1,4,7
"ENSG00000127993",448,750,729,622,336,603
"ENSG00000237709",2,4,4,16,0,6
"ENSG00000127989",514,1198,867,986,510,797
"ENSG00000270812",0,0,0,0,0,0
"ENSG00000106236",1353,138,2620,100,1464,98
"ENSG00000237572",0,0,0,0,0,0
"ENSG00000230191",1,7,2,1,2,5
"ENSG00000285725",30,42,58,38,15,32
"ENSG00000270957",0,0,0,0,0,0
"ENSG00000236861",17,14,28,5,23,5
"ENSG00000242950",5,44,17,26,4,42
"ENSG00000272950",5,0,8,2,1,6
"ENSG00000228751",0,0,0,0,0,0
"ENSG00000203462",1,0,0,0,0,0
"ENSG00000164645",0,0,0,0,0,0
"ENSG00000106261",5424,3765,10699,2439,3964,3068
"ENSG00000228429",0,0,0,0,0,0
"ENSG00000233454",0,0,0,0,0,0
"ENSG00000006128",805,12,96,8,94,2
"ENSG00000271117",0,0,0,0,0,0
"ENSG00000132432",2847,5017,3791,4724,2226,3494
"ENSG00000128581",509,955,985,1173,416,851
"ENSG00000239789",213,425,366,383,209,340
"ENSG00000224475",0,0,0,12,0,2
"ENSG00000228680",0,0,0,0,0,2
"ENSG00000172115",11225,19154,15719,18279,11496,13439
"ENSG00000284627",0,0,0,0,0,0
"ENSG00000169919",3481,3870,5337,3050,2426,2821
"ENSG00000233073",1,9,16,11,5,7
"ENSG00000127980",2484,2605,3240,1571,1913,1898
"ENSG00000004766",715,839,1068,721,471,752
"ENSG00000281332",83,59,116,52,53,49
"ENSG00000233385",0,0,0,0,0,0
"ENSG00000286397",0,0,0,0,0,0
"ENSG00000231812",0,0,0,2,0,0
"ENSG00000226767",0,0,2,0,0,0
"ENSG00000106384",44,5,36,12,27,33
"ENSG00000278819",1,1,0,0,0,0
"ENSG00000285090",3,0,2,4,4,15
"ENSG00000235139",0,0,0,0,0,0
"ENSG00000249319",0,0,0,0,0,0
"ENSG00000233539",0,0,0,2,0,0
"ENSG00000278683",101,15,10,1,3,2
"ENSG00000227298",0,0,0,0,0,0
"ENSG00000286908",0,0,0,0,0,0
"ENSG00000237639",0,0,0,0,0,0
"ENSG00000287039",0,0,0,0,0,0
"ENSG00000224653",0,0,0,0,0,0
"ENSG00000237251",0,0,0,2,6,1
"ENSG00000006715",3066,3606,4392,3192,1815,3412
"ENSG00000270453",0,0,0,0,0,0
"ENSG00000234457",1,0,1,0,2,0
"ENSG00000275833",6,6,10,2,1,1
"ENSG00000233689",0,0,0,0,0,0
"ENSG00000001629",3584,3979,6012,3736,3188,3861
"ENSG00000105825",531,405,202,154,222,314
"ENSG00000164659",3095,2264,7022,2308,3183,2439
"ENSG00000235454",16,26,28,20,0,1
"ENSG00000224365",0,0,0,0,0,0
"ENSG00000158528",1524,1447,2649,730,1071,968
"ENSG00000237640",18,0,16,1,2,0
"ENSG00000232817",0,0,0,0,0,0
"ENSG00000232418",0,0,0,0,0,0
"ENSG00000213717",0,0,0,8,0,0
"ENSG00000224370",0,0,0,0,0,0
"ENSG00000236453",8,0,0,0,1,0
"ENSG00000232097",0,0,2,0,0,0
"ENSG00000226046",0,0,0,0,0,0
"ENSG00000235639",0,0,0,0,0,0
"ENSG00000214389",546,562,793,593,485,385
"ENSG00000105852",0,0,0,0,0,22
"ENSG00000106366",4100,443,638,751,996,1541
"ENSG00000237551",0,0,0,0,0,0
"ENSG00000235646",0,2,0,8,0,0
"ENSG00000224223",0,0,0,7,0,0
"ENSG00000271159",0,0,0,0,0,0
"ENSG00000227646",0,0,4,0,0,0
"ENSG00000005421",2,6,45,12,6,6
"ENSG00000233028",0,0,0,0,2,0
"ENSG00000228770",0,0,0,0,0,0
"ENSG00000019991",2,8,44,228,7,187
"ENSG00000226075",0,0,0,0,0,0
"ENSG00000227035",0,0,0,0,0,0
"ENSG00000180233",1011,1144,1508,847,1012,836
"ENSG00000230614",0,2,0,2,0,0
"ENSG00000261535",2,15,4,3,1,4
"ENSG00000205267",12,6,31,2,21,4
"ENSG00000230252",0,0,0,0,0,0
"ENSG00000234273",10,25,0,1,37,25
"ENSG00000233601",0,0,0,0,0,0
"ENSG00000234545",822,1486,1296,1199,749,917
"ENSG00000227948",0,0,0,0,0,0
"ENSG00000169902",706,585,1346,1792,692,1149
"ENSG00000070669",499,59,422,46,140,37
"ENSG00000242265",6739,9897,15690,21036,8105,15502
"ENSG00000214252",39,15,15,5,12,5
"ENSG00000229886",2,1,0,0,5,0
"ENSG00000223836",4,0,0,0,0,0
"ENSG00000232072",0,0,0,0,0,0
"ENSG00000237818",3,2,3,1,0,1
"ENSG00000135249",1341,1593,1594,1634,925,1398
"ENSG00000234695",4,4,15,0,3,3
"ENSG00000232165",0,0,0,0,0,0
"ENSG00000154678",13,9,32,23,8,8
"ENSG00000213455",2,4,8,26,2,2
"ENSG00000234826",0,0,0,0,0,0
"ENSG00000231153",0,0,0,0,0,0
"ENSG00000240355",0,0,0,0,0,0
"ENSG00000227305",0,0,0,0,0,0
"ENSG00000224316",3,1,6,1,10,6
"ENSG00000250756",0,0,0,0,0,0
"ENSG00000278388",0,0,0,0,2,0
"ENSG00000237870",0,0,0,0,0,0
"ENSG00000243243",2,0,0,0,0,3
"ENSG00000230192",0,2,0,0,0,8
"ENSG00000233969",0,0,0,0,0,0
"ENSG00000278424",1,0,0,0,0,0
"ENSG00000205356",1282,2147,2642,1504,872,2049
"ENSG00000177683",883,995,1111,846,757,848
"ENSG00000231638",16,12,13,11,21,20
"ENSG00000275834",0,1,0,1,0,0
"ENSG00000223867",0,0,0,0,0,0
"ENSG00000235713",1,0,0,0,2,0
"ENSG00000243345",0,0,0,0,0,0
"ENSG00000285592",1,2,0,1,3,0
"ENSG00000287827",0,0,0,0,0,0
"ENSG00000280347",43,43,56,85,41,74
"ENSG00000135185",543,431,1086,627,839,512
"ENSG00000242948",0,0,0,0,0,0
"ENSG00000106355",2364,3129,3758,2761,2209,2320
"ENSG00000225535",4,5,12,3,10,0
"ENSG00000106367",7671,3059,6627,2864,3090,2859
"ENSG00000260997",0,0,0,0,2,2
"ENSG00000106397",4170,5147,4225,6584,2649,6147
"ENSG00000232385",6,2,9,4,2,0
"ENSG00000135218",16,109,7,26,4,205
"ENSG00000213394",4,25,1,101,2,29
"ENSG00000244657",0,0,0,1,1,0
"ENSG00000270425",0,0,0,0,0,0
"ENSG00000277544",0,0,1,4,0,2
"ENSG00000234234",0,0,0,0,0,0
"ENSG00000160862",14,0,49,0,14,0
"ENSG00000226744",39,0,12,3,13,3
"ENSG00000286742",0,16,5,7,0,6
"ENSG00000235421",0,0,0,0,0,0
"ENSG00000285544",0,0,0,0,0,0
"ENSG00000231859",2,0,0,0,0,1
"ENSG00000238228",3,6,8,4,6,0
"ENSG00000224322",0,0,1,7,0,1
"ENSG00000237236",0,0,0,0,0,0
"ENSG00000229982",0,0,0,0,0,0
"ENSG00000248704",0,0,0,0,0,0
"ENSG00000279655",0,0,0,0,0,1
"ENSG00000236748",0,0,0,0,0,0
"ENSG00000225898",0,0,0,0,0,0
"ENSG00000271368",0,1,0,0,2,1
"ENSG00000223889",0,0,0,0,0,0
"ENSG00000173114",2,593,225,707,12,106
"ENSG00000127920",67,153,215,463,134,59
"ENSG00000075223",59,479,217,2990,78,2476
"ENSG00000146802",1087,1216,1994,1061,912,1003
"ENSG00000260070",6,0,6,0,3,0
"ENSG00000226770",0,0,0,0,0,0
"ENSG00000241324",0,0,0,0,0,0
"ENSG00000214342",0,0,0,2,0,0
"ENSG00000232445",5221,2022,4613,1427,2245,1199
"ENSG00000229679",0,0,0,0,0,0
"ENSG00000135269",2439,2762,3027,2985,1779,3268
"ENSG00000234304",0,0,0,0,0,0
"ENSG00000205596",1,0,0,0,0,0
"ENSG00000223550",0,0,0,0,0,0
"ENSG00000287011",2,4,4,4,0,2
"ENSG00000232032",1,0,2,1,1,0
"ENSG00000182111",0,0,0,0,0,0
"ENSG00000233607",0,0,0,0,0,0
"ENSG00000135241",1234,1527,1745,1724,1120,1612
"ENSG00000105854",822,1914,1812,2881,893,2506
"ENSG00000279326",0,0,0,0,0,0
"ENSG00000226680",0,0,0,0,0,0
"ENSG00000237813",2,0,0,0,1,9
"ENSG00000243621",0,0,0,1,0,0
"ENSG00000237064",2,0,2,10,0,0
"ENSG00000127990",1009,1008,2199,1487,772,1033
"ENSG00000146856",64,115,178,105,98,99
"ENSG00000105971",302,855,57,869,159,1161
"ENSG00000287932",1,2,2,2,0,5
"ENSG00000236460",0,0,0,0,0,0
"ENSG00000243144",2,3,8,3,0,2
"ENSG00000213744",0,0,0,0,0,0
"ENSG00000231556",1,14,0,7,0,0
"ENSG00000239648",2,0,1,0,0,0
"ENSG00000226624",0,6,2,74,0,12
"ENSG00000128590",632,736,937,808,568,960
"ENSG00000174697",2,0,2,0,6,0
"ENSG00000230520",0,0,0,0,0,0
"ENSG00000230682",0,0,0,0,0,0
"ENSG00000214415",0,0,0,0,0,0
"ENSG00000273489",8,61,40,17,11,23
"ENSG00000248315",0,0,0,0,0,0
"ENSG00000237896",0,0,0,0,0,0
"ENSG00000287186",2,0,1,2,0,1
"ENSG00000225572",8,1,1,0,0,5
"ENSG00000225308",0,0,0,0,0,0
"ENSG00000183444",4,16,9,2,3,11
"ENSG00000186676",2,0,32,43,1,9
"ENSG00000179562",1435,2091,2098,2089,1079,1746
"ENSG00000279078",6,12,8,11,1,23
"ENSG00000205174",0,0,0,0,0,0
"ENSG00000225358",0,0,1,2,0,0
"ENSG00000234387",0,0,0,0,0,0
"ENSG00000213483",0,0,0,0,0,0
"ENSG00000106013",31,13,2,0,4,0
"ENSG00000091128",0,0,0,23,0,0
"ENSG00000240677",0,0,0,4,0,0
"ENSG00000279429",0,0,0,3,0,0
"ENSG00000232199",0,0,2,4,0,4
"ENSG00000198839",1431,1233,1855,1205,1084,927
"ENSG00000185274",5017,4510,9263,4179,6041,3035
"ENSG00000167011",113,13,154,4,37,5
"ENSG00000184408",724,255,1679,101,710,150
"ENSG00000184903",247,98,535,132,335,172
"ENSG00000146955",163,196,199,96,168,176
"ENSG00000286921",0,0,0,0,0,0
"ENSG00000198420",1248,629,4298,1333,1269,1018
"ENSG00000197157",24752,20689,35495,26282,20557,18766
"ENSG00000105880",4,8,4,90,0,6
"ENSG00000004059",5086,4826,8870,5986,4645,4456
"ENSG00000196937",1793,1943,2805,2219,1648,1943
"ENSG00000230268",1,0,0,0,0,2
"ENSG00000081800",0,0,0,0,0,0
"ENSG00000226962",0,0,0,0,0,0
"ENSG00000224899",2,11,0,41,0,24
"ENSG00000214194",1541,1217,2937,1826,1944,1046
"ENSG00000261462",2,0,2,1,0,0
"ENSG00000225583",0,0,0,0,0,0
"ENSG00000211745",0,0,0,0,0,0
"ENSG00000183166",862,54,1464,85,912,60
"ENSG00000128536",312,282,624,325,277,167
"ENSG00000230052",0,0,0,0,0,0
"ENSG00000223886",18,25,22,8,10,0
"ENSG00000231295",0,3,1,3,0,13
"ENSG00000006453",2773,1625,4765,2515,2026,1980
"ENSG00000224746",3,1,6,5,2,0
"ENSG00000106086",3580,5706,6177,4631,3454,4765
"ENSG00000269955",0,0,0,0,0,0
"ENSG00000234223",0,0,0,0,0,0
"ENSG00000271096",0,0,0,0,0,0
"ENSG00000103200",0,4,4,0,5,1
"ENSG00000226671",0,0,0,0,0,0
"ENSG00000270516",0,0,0,0,0,0
"ENSG00000105967",4,0,0,6,0,8
"ENSG00000165076",4,2,7,0,0,2
"ENSG00000223646",2,3,4,2,1,4
"ENSG00000238072",48,50,49,35,2,8
"ENSG00000213296",2,6,4,8,4,0
"ENSG00000284707",45,38,114,23,35,16
"ENSG00000234358",0,2,0,0,0,0
"ENSG00000272839",0,0,0,0,0,0
"ENSG00000106049",3071,1755,4617,1426,2957,1608
"ENSG00000230751",0,0,3,1,0,0
"ENSG00000235631",2,0,0,0,2,4
"ENSG00000278998",3,0,0,0,4,0
"ENSG00000240579",0,2,1,0,0,0
"ENSG00000170632",2095,2099,2795,1364,1884,1388
"ENSG00000243317",2650,3454,4513,2940,1231,1470
"ENSG00000213310",0,0,0,0,0,1
"ENSG00000236105",0,0,0,2,0,0
"ENSG00000270997",0,0,0,0,0,0
"ENSG00000059378",757,495,709,339,587,473
"ENSG00000230386",0,0,0,0,0,0
"ENSG00000224629",0,12,3,4,0,4
"ENSG00000128567",116081,91536,153199,90312,113601,68378
"ENSG00000237466",0,0,0,0,0,0
"ENSG00000205898",0,0,0,0,0,0
"ENSG00000231923",0,0,0,0,0,0
"ENSG00000276538",0,0,0,0,0,0
"ENSG00000126870",6070,1792,9527,1524,1477,734
"ENSG00000133606",13960,12436,13639,9612,7120,9186
"ENSG00000227847",0,4,0,2,0,5
"ENSG00000273391",25,69,57,64,19,41
"ENSG00000188883",956,2754,1381,2485,1401,1402
"ENSG00000229660",0,10,1,9,0,7
"ENSG00000127955",1650,1782,2825,2023,1477,1737
"ENSG00000229192",0,0,0,0,0,0
"ENSG00000285821",0,0,0,0,0,0
"ENSG00000133574",6,2,15,0,8,6
"ENSG00000279265",11,8,1,6,0,16
"ENSG00000188050",4,0,2,0,2,0
"ENSG00000225546",1,0,0,1,0,0
"ENSG00000128607",1906,1829,2877,2644,1607,2134
"ENSG00000283063",0,0,0,0,0,0
"ENSG00000234722",6,0,12,0,0,2
"ENSG00000223514",0,0,0,0,0,0
"ENSG00000223872",2,0,4,0,2,0
"ENSG00000243574",0,0,0,0,0,0
"ENSG00000128578",528,883,1488,565,659,779
"ENSG00000006377",0,0,6,31,0,4
"ENSG00000278894",0,0,0,0,0,0
"ENSG00000127928",17,21,52,12,17,28
"ENSG00000196335",9,120,38,51,4,6
"ENSG00000233423",0,0,0,1,0,0
"ENSG00000128513",2122,1250,2869,1121,1919,1095
"ENSG00000225612",0,0,0,0,0,0
"ENSG00000228540",2,0,4,2,0,0
"ENSG00000231980",0,0,2,0,0,0
"ENSG00000254270",0,0,6,2,2,4
"ENSG00000105887",9337,10071,12744,13594,7777,9710
"ENSG00000227573",0,0,0,4,0,0
"ENSG00000165120",0,0,0,1,0,0
"ENSG00000235581",0,0,1,0,0,0
"ENSG00000243797",0,1,0,0,2,0
"ENSG00000227371",0,0,0,0,0,0
"ENSG00000287592",0,4,0,0,2,0
"ENSG00000286478",1,21,5,16,4,5
"ENSG00000224138",3,6,7,9,5,9
"ENSG00000224545",0,4,0,0,0,2
"ENSG00000231931",0,0,0,0,0,0
"ENSG00000164603",297,227,647,328,255,292
"ENSG00000271568",0,0,0,0,0,0
"ENSG00000272219",4,16,2,0,4,2
"ENSG00000241661",2,0,8,0,1,1
"ENSG00000225365",2,0,0,0,0,0
"ENSG00000282939",0,0,0,0,0,0
"ENSG00000279086",8,2,4,4,0,3
"ENSG00000229436",0,0,2,0,0,0
"ENSG00000160963",4899,4705,10533,5521,6378,4642
"ENSG00000237754",0,0,0,0,0,0
"ENSG00000227863",0,0,0,0,0,0
"ENSG00000253183",2,0,4,0,0,0
"ENSG00000224547",0,0,0,0,0,0
"ENSG00000170260",1659,1555,2450,1516,1650,1345
"ENSG00000232715",0,2,0,0,0,0
"ENSG00000230853",0,0,0,4,0,2
"ENSG00000228742",3,0,0,0,0,4
"ENSG00000228030",0,0,0,0,0,0
"ENSG00000233191",3,4,15,5,2,0
"ENSG00000243554",6,7,6,1,5,3
"ENSG00000211716",0,0,0,0,0,0
"ENSG00000106153",6352,10083,9769,8740,3572,7006
"ENSG00000223948",0,0,0,0,0,0
"ENSG00000231234",1,0,0,0,0,0
"ENSG00000106328",1,6,13,2,0,6
"ENSG00000241136",0,0,0,1,0,0
"ENSG00000243889",0,0,0,0,0,0
"ENSG00000146842",1358,1880,2379,1480,1251,1040
"ENSG00000224324",7,8,11,8,3,5
"ENSG00000279288",0,0,0,2,0,0
"ENSG00000280266",0,0,2,2,0,2
"ENSG00000237729",4,5,5,5,5,2
"ENSG00000233951",0,0,0,0,0,0
"ENSG00000224134",0,0,0,0,0,0
"ENSG00000214102",4,0,13,0,7,0
"ENSG00000244701",12,20,17,10,6,12
"ENSG00000213261",46,36,42,116,44,42
"ENSG00000243099",0,0,0,2,0,2
"ENSG00000232361",0,0,0,0,0,0
"ENSG00000105993",13699,18667,13980,14413,9443,14193
"ENSG00000251660",0,0,0,0,0,0
"ENSG00000105929",28,83,78,96,57,151
"ENSG00000128594",235,770,769,469,316,197
"ENSG00000225959",0,0,0,0,0,0
"ENSG00000242771",0,0,0,0,0,0
"ENSG00000270729",0,0,0,0,0,0
"ENSG00000232145",0,0,0,0,0,0
"ENSG00000242552",0,0,0,0,0,0
"ENSG00000146918",8620,7902,15124,7074,8286,4996
"ENSG00000234210",0,7,17,7,6,0
"ENSG00000204946",621,1439,1319,1373,602,851
"ENSG00000185055",81,65,88,45,57,24
"ENSG00000236279",22,8,149,39,19,6
"ENSG00000225559",0,3,0,0,0,0
"ENSG00000229196",2,0,3,0,1,0
"ENSG00000211713",0,0,0,2,0,0
"ENSG00000271664",11,25,12,19,9,6
"ENSG00000211710",0,0,0,0,0,0
"ENSG00000232053",0,0,2,4,2,0
"ENSG00000234985",3,4,2,18,2,4
"ENSG00000133561",0,0,0,0,0,0
"ENSG00000286722",6,4,2,2,1,2
"ENSG00000224865",13,0,0,1,0,0
"ENSG00000230649",2,0,0,0,0,0
"ENSG00000225647",0,0,0,1,0,0
"ENSG00000106028",6066,8488,9394,7720,6234,5934
"ENSG00000225209",0,0,0,0,0,0
"ENSG00000236238",2,0,1,3,0,5
"ENSG00000155093",80,4,649,84,196,34
"ENSG00000009335",5438,7899,7232,9139,5000,7169
"ENSG00000273377",0,0,0,0,0,0
"ENSG00000064393",2582,4314,5828,3271,2855,3422
"ENSG00000213238",4,0,0,0,0,0
"ENSG00000223721",0,0,0,0,0,0
"ENSG00000286214",74,98,278,248,72,235
"ENSG00000128519",0,0,0,0,0,0
"ENSG00000214253",3245,3162,4699,3069,2911,2362
"ENSG00000225457",0,0,0,0,0,0
"ENSG00000222012",2,0,42,2,5,4
"ENSG00000242280",0,0,0,0,0,0
"ENSG00000214754",1,2,0,0,0,2
"ENSG00000257093",2434,2376,5273,1468,2966,2027
"ENSG00000127362",2,0,2,2,2,2
"ENSG00000231515",0,0,0,0,0,0
"ENSG00000241345",0,76,0,42,0,27
"ENSG00000272604",35,92,26,72,28,73
"ENSG00000273138",1,2,4,1,2,1
"ENSG00000270990",0,0,0,0,0,0
"ENSG00000243746",24,48,38,435,18,103
"ENSG00000197558",177,164,413,48,53,52
"ENSG00000231244",0,1,2,12,2,2
"ENSG00000106025",653,1222,1673,844,732,989
"ENSG00000285524",0,3,4,0,2,0
"ENSG00000237702",0,0,0,0,0,0
"ENSG00000211714",0,0,1,0,0,0
"ENSG00000181444",82,210,160,125,8,310
"ENSG00000226965",3,4,1,11,4,21
"ENSG00000197462",217,1424,77,631,86,104
"ENSG00000236395",0,0,0,0,0,0
"ENSG00000270157",53,80,103,44,58,73
"ENSG00000106278",20928,7867,52233,915,14444,3471
"ENSG00000230189",10,2,13,4,3,0
"ENSG00000211734",0,0,0,0,0,0
"ENSG00000164713",4620,3555,4848,4674,2789,3185
"ENSG00000231167",121,162,161,166,107,90
"ENSG00000227471",14,0,3,95,12,170
"ENSG00000239944",0,0,0,0,0,0
"ENSG00000179144",0,0,0,0,0,0
"ENSG00000233942",0,0,0,0,0,0
"ENSG00000157800",3685,4356,5327,4583,2802,3982
"ENSG00000227968",0,0,0,0,0,0
"ENSG00000231006",20,24,38,84,12,30
"ENSG00000229532",0,0,0,0,0,0
"ENSG00000236503",0,0,0,0,0,0
"ENSG00000239719",11,13,14,7,6,6
"ENSG00000270923",24,10,32,9,10,12
"ENSG00000241258",1230,2038,1843,1779,1115,1460
